gender,age,married,number_of_dependents,latitude,longitude,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,has_refunded,has_extra_data_charges,total_long_distance_charges,total_revenue,customer_status
Male,"(35, 45]",Yes,0,38.848082,-123.50608,1,59,Offer B,Yes,22.71,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.15,6448.05,No,No,1339.89,7787.94,Churned
Female,"(65, 100]",No,0,37.34667,-121.910019,0,10,Offer D,No,25.584371102988605,No,Yes,DSL,4.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,329.8,No,No,0.0,329.8,Churned
Female,"(55, 65]",Yes,1+,34.115192,-118.61017,2+,56,Offer B,Yes,48.56,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,1119.9,No,No,2719.36,3839.26,Stayed
Male,"(25, 35]",Yes,0,36.722898,-121.633648,2+,72,Offer A,Yes,10.68,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.4,7719.5,No,No,768.96,8488.46,Stayed
Male,"(65, 100]",Yes,0,37.794487,-122.42227,2+,44,Offer B,Yes,1.89,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.35,847.25,No,No,83.16,930.41,Stayed
Male,"(18, 25]",No,0,37.380662,-122.086022,0,10,Offer D,Yes,20.29,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,208.25,No,No,202.9,411.15,Stayed
Male,"(45, 55]",No,0,40.677649,-122.29467,0,72,Offer A,Yes,3.43,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1434.1,No,No,246.96,1681.06,Stayed
Male,"(25, 35]",No,0,32.587557,-116.636816,0,66,Offer A,Yes,11.56,No,Yes,DSL,30.0,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,54.8,3465.7,No,No,762.96,4228.66,Stayed
Male,"(35, 45]",Yes,0,33.933565,-118.062611,1,24,Offer C,Yes,34.62,Yes,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.0,2391.8,No,No,830.88,3222.68,Churned
Male,"(35, 45]",No,0,38.398815,-122.861923,0,18,Offer D,Yes,34.78,Yes,Yes,Fiber Optic,2.0,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,89.6,1633.0,No,No,626.04,2259.04,Stayed
Male,"(55, 65]",No,0,37.713926,-121.928425,0,22,Offer D,Yes,7.28,Yes,Yes,DSL,7.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,1127.35,No,No,160.16,1287.51,Churned
Female,"(35, 45]",Yes,0,35.151491,-117.927597,2+,64,Offer B,Yes,1.27,Yes,Yes,Fiber Optic,13.0,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,94.6,5948.7,No,No,81.28,6029.98,Stayed
Female,"(45, 55]",Yes,1+,41.764869,-122.671316,2+,22,Offer D,No,25.584371102988605,No,Yes,DSL,19.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,39.2,849.9,No,Yes,0.0,899.9,Stayed
Male,"(65, 100]",Yes,0,40.181279,-120.392967,2+,38,Offer C,Yes,4.75,Yes,Yes,Fiber Optic,24.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,102.6,4009.2,Yes,No,180.5,4143.89,Stayed
Male,"(25, 35]",No,0,37.257772,-122.051824,0,5,Offer E,Yes,7.83,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,109.8,No,No,39.15,148.95,Stayed
Female,"(65, 100]",No,0,33.840524,-118.148403,0,6,Offer E,Yes,47.35,Yes,Yes,Fiber Optic,29.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.25,560.6,No,No,284.1,844.7,Churned
Male,"(25, 35]",No,0,34.502432,-118.41459,0,1,Offer E,Yes,5.67,No,Yes,Fiber Optic,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,No,No,5.67,75.97,Churned
Male,"(18, 25]",Yes,0,38.002125,-121.324979,2+,18,Offer D,Yes,1.28,Yes,Yes,DSL,30.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.8,1074.65,No,No,23.04,1097.69,Stayed
Female,"(25, 35]",No,0,37.550074,-118.837167,0,11,Offer D,Yes,7.42,No,Yes,DSL,17.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,53.8,651.55,No,No,81.62,733.17,Stayed
Male,"(65, 100]",No,0,33.22784,-117.200024,0,67,Offer A,Yes,28.88,Yes,Yes,DSL,11.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,64.55,4250.1,No,No,1934.96,6185.06,Stayed
Male,"(65, 100]",No,0,38.121601,-120.133915,0,67,Offer A,Yes,38.85,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,101.4,6841.05,No,No,2602.95,9444.0,Stayed
Female,"(65, 100]",Yes,0,33.936291,-118.332639,2+,72,Offer A,Yes,8.48,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.7,1937.4,No,No,610.56,2547.96,Stayed
Female,"(18, 25]",No,0,39.53222,-122.594879,0,47,Offer B,Yes,48.03,No,Yes,Fiber Optic,69.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.45,3545.1,No,No,2257.41,5802.51,Stayed
Female,"(65, 100]",No,0,41.266008,-120.490731,0,54,Offer B,Yes,45.43,Yes,Yes,Cable,2.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,72.1,3886.05,No,No,2453.22,6339.27,Stayed
Female,"(65, 100]",Yes,0,37.394411,-120.127262,1,12,Offer D,Yes,30.63,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,1060.2,Yes,No,367.56,1378.7,Churned
Female,"(25, 35]",No,0,34.003243,-117.138286,0,31,Offer C,Yes,24.21,Yes,Yes,Fiber Optic,48.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.75,2613.4,No,No,750.51,3363.91,Stayed
Female,"(18, 25]",No,0,35.666886,-119.186717,0,11,Offer D,Yes,40.96,No,Yes,DSL,52.0,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,64.05,733.95,No,Yes,450.56,1274.51,Stayed
Female,"(65, 100]",No,0,36.301689,-119.018233,0,40,Offer B,No,25.584371102988605,Yes,Yes,Cable,6.0,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.8,2109.35,No,Yes,0.0,2189.35,Churned
Male,"(55, 65]",Yes,1+,37.902422,-121.440029,2+,11,Offer D,Yes,28.64,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,75.2,775.3,No,No,315.04,1090.34,Stayed
Male,"(25, 35]",No,0,40.210895,-123.86,0,5,Offer E,Yes,3.25,Yes,Yes,Fiber Optic,25.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.5,452.7,No,No,16.25,468.95,Churned
Female,"(45, 55]",Yes,1+,37.244307,-119.470256,2+,20,Offer D,Yes,7.31,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,-4.0,395.6,No,No,146.2,541.8,Stayed
Male,"(55, 65]",Yes,1+,38.343282,-122.9755,2+,8,Offer E,Yes,26.17,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,169.75,No,No,209.36,379.11,Stayed
Female,"(65, 100]",No,0,34.297628,-119.014627,0,72,Offer A,Yes,44.81,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,111.65,7943.45,No,No,3226.32,11169.77,Stayed
Male,"(35, 45]",Yes,1+,34.224377,-118.632656,2+,6,Offer E,Yes,42.08,No,Yes,Fiber Optic,29.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.0,531.0,No,No,252.48,783.48,Churned
Male,"(65, 100]",Yes,0,40.527834,-122.318749,1,40,Offer B,Yes,2.85,Yes,Yes,Fiber Optic,3.0,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,101.85,4086.3,No,No,114.0,4200.3,Churned
Female,"(18, 25]",Yes,0,33.719221,-118.073596,2+,23,Offer D,Yes,14.53,Yes,Yes,Cable,48.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,73.65,1642.75,No,No,334.19,1976.94,Stayed
Male,"(35, 45]",No,0,33.548869,-117.334165,0,30,Offer C,Yes,2.87,Yes,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,95.0,2852.4,No,No,86.1,2938.5,Stayed
Female,"(18, 25]",No,0,36.917652,-119.593757,0,29,Offer C,Yes,7.01,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,76.0,2215.25,No,No,203.29,2418.54,Stayed
Male,"(18, 25]",Yes,0,39.597975,-122.032248,1,59,Offer B,No,25.584371102988605,Yes,Yes,DSL,53.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.3,2666.75,No,Yes,0.0,2686.75,Stayed
Male,"(65, 100]",Yes,0,38.147852,-120.440124,1,41,Offer B,Yes,45.84,Yes,Yes,Fiber Optic,18.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,3273.55,No,No,1879.44,5152.99,Churned
Female,"(65, 100]",Yes,0,38.784329,-121.373245,2+,58,Offer B,Yes,45.37,Yes,Yes,Fiber Optic,28.0,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,97.8,5458.8,No,No,2631.46,8090.26,Stayed
Male,"(35, 45]",Yes,1+,34.153733,-118.593408,1,4,Offer E,Yes,25.9,No,Yes,DSL,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.8,169.65,No,No,103.6,273.25,Stayed
Female,"(55, 65]",No,1+,34.142747,-117.300864,0,61,Offer B,Yes,32.05,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.0,1498.35,No,No,1955.05,3453.4,Stayed
Male,"(35, 45]",No,0,33.818,-117.974404,0,10,Offer D,Yes,27.28,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.0,740.0,No,No,272.8,1012.8,Churned
Female,"(18, 25]",No,0,37.873916,-122.20522,0,39,Offer C,Yes,25.33,No,Yes,DSL,82.0,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,47.85,1886.4,No,Yes,987.87,2944.27,Stayed
Female,"(35, 45]",Yes,0,34.102119,-117.815532,1,31,Offer C,Yes,30.07,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.55,658.95,No,No,932.17,1591.12,Churned
Female,"(35, 45]",Yes,0,34.236683,-118.517588,1,2,Offer E,No,25.584371102988605,No,Yes,DSL,12.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35.1,68.75,No,Yes,0.0,78.75,Churned
Male,"(45, 55]",Yes,0,38.490508,-121.284171,1,31,Offer C,Yes,3.12,Yes,Yes,DSL,6.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,79.3,2484.0,No,No,96.72,2580.72,Stayed
Male,"(35, 45]",No,0,36.810568,-121.503022,0,4,Offer E,No,25.584371102988605,No,Yes,Cable,20.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.55,174.3,No,Yes,0.0,184.3,Churned
Female,"(25, 35]",No,0,32.782501,-117.01611,0,33,Offer C,Yes,16.76,Yes,Yes,Fiber Optic,85.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.65,2989.6,No,No,553.08,3542.68,Stayed
Female,"(45, 55]",No,1+,33.695532,-116.310571,0,4,Offer E,Yes,32.15,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.4,84.75,No,No,128.6,213.35,Stayed
Female,"(25, 35]",Yes,1+,32.697098,-117.116587,1,32,Offer C,Yes,19.76,No,Yes,DSL,59.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,73.6,2316.85,Yes,No,632.32,2936.51,Stayed
Female,"(65, 100]",Yes,0,37.653947,-118.231443,2+,72,Offer A,Yes,15.85,Yes,Yes,Fiber Optic,2.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,110.8,7882.25,No,No,1141.2,9023.45,Stayed
Male,"(45, 55]",No,0,33.4725,-117.584273,0,11,Offer D,Yes,1.01,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2,760.05,No,No,11.11,771.16,Stayed
Male,"(65, 100]",Yes,0,34.214054,-118.88109,1,23,Offer D,Yes,42.59,Yes,Yes,Fiber Optic,2.0,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,86.8,1975.85,No,No,979.57,2955.42,Stayed
Female,"(18, 25]",No,0,34.279221,-119.221437,0,6,Offer E,Yes,20.26,No,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.15,567.45,No,No,121.56,689.01,Churned
Female,"(65, 100]",Yes,0,34.004379,-117.447864,1,1,Offer E,Yes,12.46,No,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55,No,No,12.46,82.01,Churned
Male,"(18, 25]",No,0,33.902045,-118.008961,0,15,Offer D,Yes,9.97,Yes,Yes,Fiber Optic,47.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.7,1451.1,No,No,149.55,1600.65,Stayed
Male,"(55, 65]",Yes,0,33.807882,-118.347957,1,72,Offer A,Yes,40.04,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.75,1864.2,No,No,2882.88,4747.08,Stayed
Female,"(35, 45]",Yes,1+,34.101608,-118.055848,2+,35,Offer C,Yes,18.86,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.3,821.6,No,No,660.1,1481.7,Stayed
Male,"(45, 55]",Yes,0,33.833181,-118.292062,2+,50,Offer B,Yes,10.33,Yes,Yes,DSL,6.0,No,No,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,54.9,2614.1,No,No,516.5,3130.6,Stayed
Male,"(55, 65]",No,0,33.477923,-117.705314,0,1,Offer E,Yes,48.97,No,Yes,Fiber Optic,23.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,79.5,No,No,48.97,128.47,Churned
Female,"(65, 100]",No,0,33.993991,-118.39704,0,2,Offer E,Yes,23.46,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.45,158.4,No,No,46.92,205.32,Churned
Female,"(18, 25]",Yes,1+,36.810568,-121.503022,1,41,Offer B,Yes,32.29,No,Yes,DSL,69.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78.45,3126.45,No,No,1323.89,4450.34,Stayed
Male,"(65, 100]",No,0,33.832799,-116.250973,0,33,Offer C,No,25.584371102988605,No,Yes,Cable,11.0,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,54.6,1803.7,No,No,0.0,1803.7,Stayed
Male,"(25, 35]",No,0,35.073777,-118.652112,0,38,Offer C,Yes,31.27,Yes,Yes,Fiber Optic,85.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,3777.15,No,No,1188.26,4965.41,Churned
Male,"(65, 100]",Yes,0,33.867593,-118.080637,2+,60,Offer B,Yes,22.95,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.35,6339.45,Yes,No,1377.0,7675.22,Stayed
Male,"(25, 35]",Yes,1+,40.309088,-123.668201,2+,25,Offer C,Yes,47.1,Yes,Yes,DSL,25.0,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,55.1,1466.1,No,No,1177.5,2643.6,Stayed
Female,"(18, 25]",Yes,1+,37.078873,-122.090386,2+,10,Offer E,Yes,20.05,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,200.0,No,No,200.5,400.5,Stayed
Male,"(25, 35]",Yes,0,34.95934,-120.490081,2+,70,Offer A,Yes,41.05,No,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101.0,7085.5,No,No,2873.5,9959.0,Stayed
Male,"(35, 45]",Yes,0,36.27688,-117.033326,2+,60,Offer B,Yes,4.59,Yes,Yes,Fiber Optic,9.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.45,6572.85,No,No,275.4,6848.25,Stayed
Female,"(65, 100]",Yes,0,34.70434,-120.02609,2+,34,Offer C,Yes,12.33,No,Yes,Cable,23.0,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,64.2,2106.3,No,No,419.22,2525.52,Stayed
Female,"(25, 35]",Yes,0,33.674583,-114.71612,0,27,Offer C,Yes,39.67,No,Yes,Fiber Optic,59.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.1,2093.4,Yes,No,1071.09,3134.35,Stayed
Female,"(55, 65]",No,0,35.303926,-120.256567,0,60,Offer B,Yes,47.07,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.6,1093.0,No,No,2824.2,3917.2,Stayed
Male,"(65, 100]",Yes,0,33.765893,-117.881533,2+,17,Offer D,Yes,1.05,No,Yes,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1233.4,No,No,17.85,1251.25,Churned
Female,"(45, 55]",Yes,0,40.485849,-124.163234,2+,71,Offer A,Yes,40.52,Yes,Yes,Fiber Optic,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.7,6585.35,No,No,2876.92,9462.27,Churned
Male,"(35, 45]",Yes,1+,33.720359,-117.733655,2+,56,Offer B,Yes,42.16,Yes,Yes,Fiber Optic,19.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.2,5873.75,No,No,2360.96,8234.71,Stayed
Male,"(45, 55]",Yes,0,33.888323,-117.277533,2+,61,Offer B,Yes,26.94,Yes,Yes,Fiber Optic,11.0,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,94.1,5638.3,No,No,1643.34,7281.64,Churned
Male,"(55, 65]",Yes,1+,40.689243,-122.037023,2+,15,Offer D,No,25.584371102988605,No,Yes,Cable,16.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.2,469.65,No,No,0.0,469.65,Stayed
Female,"(18, 25]",Yes,0,32.774046,-117.142454,2+,70,Offer A,No,25.584371102988605,Yes,Yes,Cable,46.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,64.55,4504.9,Yes,No,0.0,4458.84,Stayed
Male,"(25, 35]",Yes,1+,36.462671,-118.997291,2+,42,Offer B,Yes,44.95,No,Yes,DSL,69.0,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,63.7,2763.35,No,No,1887.9,4651.25,Stayed
Male,"(18, 25]",Yes,0,38.197907,-122.017258,1,72,Offer A,Yes,21.72,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.7,1492.1,No,No,1563.84,3055.94,Stayed
Male,"(25, 35]",Yes,0,32.802959,-117.027095,2+,52,Offer B,Yes,10.4,No,Yes,DSL,85.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.4,3865.45,No,No,540.8,4406.25,Stayed
Female,"(25, 35]",Yes,1+,34.153733,-118.593408,1,57,Offer B,Yes,17.01,No,Yes,DSL,11.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53.45,3053.0,No,No,969.57,4022.57,Stayed
Male,"(45, 55]",No,0,32.690654,-115.431225,0,7,Offer E,Yes,30.58,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,128.6,No,No,214.06,342.66,Stayed
Male,"(45, 55]",No,0,34.136306,-118.26036,0,47,Offer B,Yes,40.25,Yes,Yes,Fiber Optic,20.0,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,94.8,4535.85,Yes,No,1891.75,6424.26,Stayed
Female,"(18, 25]",No,0,33.721917,-118.043237,0,65,Offer B,Yes,26.83,Yes,Yes,Fiber Optic,59.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.05,6744.25,No,No,1743.95,8488.2,Stayed
Female,"(25, 35]",Yes,1+,34.042286,-117.756106,2+,72,Offer A,Yes,18.14,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,23.3,1623.15,No,No,1306.08,2929.23,Stayed
Male,"(35, 45]",No,0,33.888323,-117.277533,0,68,Offer A,Yes,37.79,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.15,1498.85,No,No,2569.72,4068.57,Stayed
Male,"(18, 25]",No,0,35.449881,-118.841442,0,1,Offer E,Yes,20.26,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,24.05,24.05,No,No,20.26,44.31,Churned
Male,"(35, 45]",No,0,38.392821,-121.799917,0,4,Offer E,Yes,13.02,No,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,237.95,No,No,52.08,290.03,Churned
Female,"(25, 35]",Yes,0,33.141265,-116.967221,1,37,Offer C,Yes,36.29,Yes,Yes,Fiber Optic,27.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,3762.0,No,No,1342.73,5104.73,Churned
Female,"(25, 35]",No,0,34.341737,-116.539416,0,72,Offer A,Yes,22.77,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,21.15,1419.4,Yes,No,1639.44,3039.53,Stayed
Male,"(55, 65]",Yes,0,35.886767,-120.608661,1,48,Offer B,Yes,25.19,Yes,Yes,Fiber Optic,22.0,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.05,4370.75,No,No,1209.12,5579.87,Stayed
Female,"(18, 25]",Yes,0,38.434362,-122.86891,1,7,Offer E,Yes,8.95,No,Yes,Fiber Optic,73.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0,506.9,No,No,62.65,569.55,Churned
Male,"(55, 65]",Yes,0,35.245035,-118.905553,2+,35,Offer C,Yes,13.39,Yes,Yes,DSL,20.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,73.45,2661.1,No,No,468.65,3129.75,Stayed
Male,"(25, 35]",No,0,40.825486,-124.049485,0,44,Offer B,Yes,48.95,No,Yes,Fiber Optic,59.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.1,4378.35,No,No,2153.8,6532.15,Stayed
Female,"(18, 25]",Yes,0,32.555828,-117.040073,1,37,Offer C,No,25.584371102988605,No,Yes,DSL,27.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,45.4,1593.1,Yes,No,0.0,1548.97,Stayed
Female,"(45, 55]",Yes,1+,37.238758,-121.828375,0,65,Offer B,Yes,19.25,No,Yes,DSL,19.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,61.35,3874.1,No,No,1251.25,5125.35,Stayed
Female,"(55, 65]",Yes,0,39.246654,-120.029273,2+,59,Offer B,Yes,14.49,Yes,Yes,Cable,25.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,65.5,3801.3,No,No,854.91,4656.21,Stayed
Female,"(25, 35]",No,0,38.093701,-122.276589,0,22,Offer D,No,25.584371102988605,No,Yes,DSL,8.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.6,1073.3,No,No,0.0,1073.3,Stayed
Male,"(35, 45]",Yes,0,33.830431,-118.074071,2+,54,Offer B,No,25.584371102988605,Yes,Yes,Cable,9.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,1621.35,No,No,0.0,1621.35,Stayed
Male,"(45, 55]",No,0,32.765299,-117.122565,0,44,Offer B,Yes,44.45,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.5,4915.15,No,No,1955.8,6870.95,Stayed
Female,"(45, 55]",Yes,1+,33.956228,-118.120993,2+,6,Offer E,Yes,25.05,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,100.35,No,No,150.3,250.65,Stayed
Female,"(55, 65]",No,0,34.255203,-117.175654,0,50,Offer B,Yes,37.95,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.75,989.05,No,No,1897.5,2886.55,Stayed
Male,"(35, 45]",No,0,33.924143,-117.79387,0,13,Offer D,Yes,45.03,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,259.65,Yes,No,585.39,809.76,Stayed
Male,"(35, 45]",No,0,37.99272,-122.575026,0,3,Offer E,No,25.584371102988605,No,Yes,DSL,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.75,66.95,No,No,0.0,66.95,Churned
